invoice_id,client_id,issue_date,amount,qbo_invoice_id,quarantine_lane,reason_code,nearby_completed_job_count_3d,nearby_job_ids,reason_detail,source,snapshot_date,reviewed_by
SS-INV-6458,SS-CLIENT-0071,2026-04-14,135.0,11023,manual_review,MANUAL_REVIEW_NEARBY_JOB,1,SS-JOB-5513,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=1; nearby_job_ids=SS-JOB-5513,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4629,SS-CLIENT-0267,2026-04-09,150.0,9170,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4983,SS-CLIENT-0241,2026-04-09,150.0,9524,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4986,SS-CLIENT-0089,2026-04-09,150.0,9527,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4992,SS-CLIENT-0134,2026-04-09,150.0,9533,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4993,SS-CLIENT-0121,2026-04-09,150.0,9534,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-4994,SS-CLIENT-0149,2026-04-09,150.0,9535,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5000,SS-CLIENT-0175,2026-04-09,150.0,9541,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5004,SS-CLIENT-0049,2026-04-09,150.0,9545,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5005,SS-CLIENT-0034,2026-04-09,150.0,9546,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5008,SS-CLIENT-0114,2026-04-09,150.0,9549,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5009,SS-CLIENT-0148,2026-04-09,150.0,9550,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5010,SS-CLIENT-0154,2026-04-09,150.0,9551,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5011,SS-CLIENT-0137,2026-04-09,150.0,9552,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5012,SS-CLIENT-0165,2026-04-09,150.0,9553,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5014,SS-CLIENT-0044,2026-04-09,150.0,9555,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5019,SS-CLIENT-0244,2026-04-09,150.0,9560,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5020,SS-CLIENT-0267,2026-04-09,150.0,9561,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5021,SS-CLIENT-0247,2026-04-09,150.0,9562,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5023,SS-CLIENT-0129,2026-04-09,150.0,9564,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5032,SS-CLIENT-0234,2026-04-09,150.0,9573,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5034,SS-CLIENT-0014,2026-04-09,150.0,9575,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5044,SS-CLIENT-0227,2026-04-09,150.0,9585,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5047,SS-CLIENT-0119,2026-04-09,150.0,9588,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5057,SS-CLIENT-0005,2026-04-09,150.0,9598,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5062,SS-CLIENT-0074,2026-04-09,150.0,9603,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5071,SS-CLIENT-0157,2026-04-09,150.0,9612,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5072,SS-CLIENT-0164,2026-04-09,150.0,9613,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5074,SS-CLIENT-0006,2026-04-09,150.0,9615,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5075,SS-CLIENT-0139,2026-04-09,150.0,9616,manual_review,MANUAL_REVIEW_NEARBY_JOB,1,SS-JOB-5459,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=1; nearby_job_ids=SS-JOB-5459,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5076,SS-CLIENT-0223,2026-04-09,150.0,9617,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5082,SS-CLIENT-0138,2026-04-09,150.0,9623,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5085,SS-CLIENT-0136,2026-04-09,150.0,9626,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5090,SS-CLIENT-0070,2026-04-09,150.0,9631,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5091,SS-CLIENT-0094,2026-04-09,150.0,9632,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5094,SS-CLIENT-0121,2026-04-09,150.0,9635,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5095,SS-CLIENT-0049,2026-04-09,150.0,9636,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5097,SS-CLIENT-0134,2026-04-09,150.0,9638,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5099,SS-CLIENT-0059,2026-04-09,150.0,9640,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5100,SS-CLIENT-0144,2026-04-09,150.0,9641,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5103,SS-CLIENT-0154,2026-04-09,150.0,9644,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5112,SS-CLIENT-0081,2026-04-09,150.0,9653,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5114,SS-CLIENT-0104,2026-04-09,150.0,9655,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5115,SS-CLIENT-0086,2026-04-09,150.0,9656,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5117,SS-CLIENT-0119,2026-04-09,150.0,9658,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5123,SS-CLIENT-0078,2026-04-09,150.0,9664,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5124,SS-CLIENT-0170,2026-04-09,150.0,9665,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5130,SS-CLIENT-0014,2026-04-09,150.0,9671,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5133,SS-CLIENT-0025,2026-04-09,150.0,9674,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5139,SS-CLIENT-0095,2026-04-09,150.0,9680,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5145,SS-CLIENT-0126,2026-04-09,150.0,9686,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5147,SS-CLIENT-0029,2026-04-09,150.0,9688,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5150,SS-CLIENT-0088,2026-04-09,150.0,9691,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5158,SS-CLIENT-0306,2026-04-09,150.0,9699,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5160,SS-CLIENT-0133,2026-04-09,150.0,9701,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5165,SS-CLIENT-0089,2026-04-09,150.0,9706,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5173,SS-CLIENT-0149,2026-04-09,150.0,9714,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5176,SS-CLIENT-0020,2026-04-09,150.0,9717,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5178,SS-CLIENT-0049,2026-04-09,150.0,9719,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5179,SS-CLIENT-0121,2026-04-09,150.0,9720,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5182,SS-CLIENT-0114,2026-04-09,150.0,9723,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5185,SS-CLIENT-0148,2026-04-09,150.0,9726,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5186,SS-CLIENT-0165,2026-04-09,150.0,9727,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5187,SS-CLIENT-0154,2026-04-09,150.0,9728,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5188,SS-CLIENT-0137,2026-04-09,150.0,9729,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5192,SS-CLIENT-0138,2026-04-09,150.0,9733,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5196,SS-CLIENT-0129,2026-04-09,150.0,9737,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5204,SS-CLIENT-0134,2026-04-09,150.0,9745,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5205,SS-CLIENT-0102,2026-04-09,150.0,9746,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5208,SS-CLIENT-0014,2026-04-09,150.0,9749,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5211,SS-CLIENT-0013,2026-04-09,150.0,9752,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5216,SS-CLIENT-0264,2026-04-09,150.0,9757,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5219,SS-CLIENT-0233,2026-04-09,150.0,9760,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5224,SS-CLIENT-0005,2026-04-09,150.0,9765,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5227,SS-CLIENT-0233,2026-04-09,150.0,9768,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5228,SS-CLIENT-0227,2026-04-09,150.0,9769,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5231,SS-CLIENT-0122,2026-04-09,150.0,9772,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5234,SS-CLIENT-0119,2026-04-09,150.0,9775,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5242,SS-CLIENT-0157,2026-04-09,150.0,9783,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5243,SS-CLIENT-0226,2026-04-09,150.0,9784,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5244,SS-CLIENT-0006,2026-04-09,150.0,9785,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5252,SS-CLIENT-0138,2026-04-09,150.0,9793,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5253,SS-CLIENT-0136,2026-04-09,150.0,9794,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5257,SS-CLIENT-0223,2026-04-09,150.0,9798,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5260,SS-CLIENT-0094,2026-04-09,150.0,9801,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5262,SS-CLIENT-0070,2026-04-09,150.0,9803,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5263,SS-CLIENT-0049,2026-04-09,150.0,9804,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5266,SS-CLIENT-0121,2026-04-09,150.0,9807,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5267,SS-CLIENT-0059,2026-04-09,150.0,9808,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5270,SS-CLIENT-0144,2026-04-09,150.0,9811,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5273,SS-CLIENT-0152,2026-04-09,150.0,9814,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5274,SS-CLIENT-0217,2026-04-09,150.0,9815,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5278,SS-CLIENT-0134,2026-04-09,150.0,9819,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5279,SS-CLIENT-0081,2026-04-09,150.0,9820,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5285,SS-CLIENT-0086,2026-04-09,150.0,9826,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5286,SS-CLIENT-0104,2026-04-09,150.0,9827,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5287,SS-CLIENT-0078,2026-04-09,150.0,9828,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5291,SS-CLIENT-0170,2026-04-09,150.0,9832,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
SS-INV-5295,SS-CLIENT-0014,2026-04-09,150.0,9836,auto_quarantine,NO_NEARBY_COMPLETED_JOB_3D,0,,Residual orphan with no same-day completed job; nearby_completed_job_count_3d=0,track_b_residual_orphan_quarantine_2026_04_19,2026-04-19,operations-human-review-complete
